,Url,Description,Title,Modified,Geography
103,https://www.mercer.com/newsroom/mercer-survey-finds-us-employers-shifting-to-innovative-strategies-to-make-healthcare-more-affordable-for-more-employees.html,"Health benefit cost will top $13,000 per employee this year, according to the annual Mercer National Survey of Employer-Sponsored Health Plans 2019, released today at the HLTH 2019 Conference in Las Vegas.",Mercer survey finds US employers shifting to innovative strategies to make healthcare more affordable for more employees,2022-04-20T06:12:28Z,"['north-america/united-states', 'global']"
104,https://www.mercer.us/what-we-do/health-and-benefits/365-day-benefits-solutions/mercer-marketplace-365.html,"Offer more choice in health coverage with customized employee health and benefits solutions tailored to your needs, with Mercer!",Mercer Marketplace 365+,2022-05-05T16:39:32Z,['north-america/united-states']
105,https://www.mercer.us/our-thinking/career/5-keys-to-designing-a-flexible-work-strategy.html,"Tight labor market, pent up turnover, increased burnout - it’s time to design a flexible work strategy to improve employee experience and meet business needs.",5 keys to designing a flexible work strategy,2021-10-08T13:16:18Z,['north-america/united-states']
106,https://www.mercer.us/what-we-do/workforce-and-careers/workday-financial-management.html,"With Mercer and Workday Financial Management, your company can harness the power of cloud-based financial management to take advantage of all of our Workday benefits.",Workday Financial Management,2021-08-12T18:00:32Z,['north-america/united-states']
107,https://www.mercer.us/what-we-do/workforce-and-careers/digital-transformation.html,"As part of a digital transformation journey, organizations are optimizing digital platforms for everything from collaborating to accessing digital health solutions.",Digital transformation,2022-04-12T10:38:30Z,['north-america/united-states']
108,https://www.mercer.us/what-we-do/health-and-benefits/dependent-eligibility-verification.html,"Mercer’s dependent eligibility verification services takes a personalized, hands-on approach to the verification process.",Dependent Eligibility Verification,2021-08-27T15:46:15Z,['north-america/united-states']
109,https://www.mercer.us/newsroom/governor-terry-branstad-to-kick-off-mercers-veteran-community-speaker-series-in-urbandale-iowa.html,Governor Branstad and Mercer’s Chief Operating Officer Ken Haderer to discuss employment challenges and opportunities for veterans in honor of Memorial Day.,Veteran Community Speaker Series | Mercer Newsroom,2022-04-07T15:26:10Z,['north-america/united-states']
110,https://www.mercer.us/our-thinking/career/flexible-working-not-if-or-when-but-how.html,"In this flexible work interview we discuss how to create responsive, creative, and effective approaches to hybrid work to improve the employee experience.","Flexible working: not if or when, but how",2021-08-20T17:37:23Z,['north-america/united-states']
111,https://www.mercer.us/what-we-do/workforce-and-careers/workforce-strategy-and-analytics/perspectives.html,Our perspectives,Our perspectives,2022-06-02T21:14:52Z,['north-america/united-states']
112,https://www.mercer.us/what-we-do/workforce-and-careers/workday-adaptive-planning.html,Workday – Adaptive Planning,Workday – Adaptive Planning,2021-08-12T19:05:02Z,['north-america/united-states']
113,https://www.mercer.us/our-thinking/career/preparing-for-a-more-flexible-future.html,"If your organization is planning for a more flexible future, now is a good time to get feedback from your workforce. Here are five important topics to explore.",Preparing for a more flexible future,2022-05-17T17:30:59Z,['north-america/united-states']
114,https://www.uk.mercer.com/what-we-do/workforce-and-careers/mercer-skills-edge.html,"Get the insights you need to advance skills-based talent and pay practices in your organization with Mercer’s comprehensive suite of consulting, data, and technology services and applications",Mercer Skills Edge,2022-05-16T10:23:21Z,"['north-america/united-states', 'europe/united-kingdom']"
115,https://www.mercer.us/our-thinking/career/the-case-for-pay-transparency.html,,The Case for Pay Transparency,2022-02-15T19:15:19Z,['north-america/united-states']
116,https://www.mercer.us/what-we-do/health-and-benefits/healthcare-consulting-DRAFT.html,Healthcare consulting page template,Healthcare consulting page template,2022-04-12T21:28:31Z,['north-america/united-states']
117,https://www.mercer.us/our-thinking/healthcare/us-healthcare-labor-shortages-compounded-as-a-result-of-the-pandemic.html,Healthcare workers are – and will continue to be – in high demand – and labor supply is not keeping up. John Derse and Tanner Bateman share the details from Mercer’s 2021 External Healthcare Labor Market.,US Healthcare Labor Shortages Compounded as a Result of the Pandemic,2021-09-30T19:16:26Z,['north-america/united-states']
118,https://www.mercer.us/our-thinking/career/when-skills-not-jobs-become-the-currency-of-work.html,Leading organizations are using skill-based approaches to create a resilient and more sustainable businesses. Learn how reskilling can help prepare organizations to outpace competitors.,"When Skills, Not Jobs, Become the Currency of Work",2021-09-24T18:49:34Z,['north-america/united-states']
119,https://www.mercer.com/what-we-do/workforce-and-careers/mercer-skills-edge.html,"Get the insights you need to advance skills-based talent and pay practices in your organization with Mercer’s comprehensive suite of consulting, data, and technology services and applications",Mercer Skills Edge,2022-04-26T13:05:50Z,"['north-america/united-states', 'global']"
120,https://www.mercer.us/what-we-do/health-and-benefits/solutions-for-midsize-employers.html,"From people to programs, businesses are challenged with the complexity of trying to balance rising costs with attracting and retaining talent in a tight labor market.","Solving issues for more than 3,000 midsize businesses every day",2022-06-02T18:55:52Z,['north-america/united-states']
121,https://www.mercer.us/our-thinking/career/measuring-setting-goals-on-and-reporting-on-diversity-equity-and-inclusion.html,"Companies interested in improving diversity equity, and inclusion can use Internal Labor Market Analysis to inform their efforts and improve outcomes.",Diverse Board 2020 (NACD),2021-08-27T15:47:50Z,['north-america/united-states']
122,https://www.mercer.us/what-we-do/wealth-and-investments/mercer-wise-401k-outsourcing.html,Learn more about Mercer Wise 401(k). Our fully outsourced retirement solution to mitigate fiduciary risk and reduce costs for business like yours!,Retirement Plan Management Outsourcing,2021-11-29T17:49:54Z,['north-america/united-states']
123,https://www.mercer.us/what-we-do/health-and-benefits/strategy-and-transformation/center-for-health-innovation.html,Mercer’s CHI provides actionable and practical solutions that yield measurable results. Our goal is to transform the healthcare market in meaningful ways.,The Center for Health Innovation & Transformation | Mercer,2022-03-17T15:17:06Z,['north-america/united-states']
124,https://www.mercer.us/our-thinking/career/flexible-work-and-the-war-for-talent.html,Our latest surveys uncover employee experience and employer perspectives on how flexible work is being impacted by attraction and retention concerns.,Flexible work and the war for talent,2021-09-20T21:54:38Z,['north-america/united-states']
125,https://www.mercer.us/about-mercer/lines-of-business/talent/candidate-care-charter-program.html,"Only 1 in 219 applicants is hired, Mercer finds. Leave a positive impression with every candidate by offering a complete suite of career transitioning tools.",Candidate Care 60-Day Trial Charter Program | Mercer,2021-08-19T18:25:27Z,['north-america/united-states']
126,https://www.mercer.us/our-thinking/career/open-enrollment-communication-in-a-virtual-world.html,Improve the employee experience and reach and engage your workforce with reimagined open enrollment benefits communication and virtual benefits fairs.,Open enrollment communication in a virtual world,2021-07-12T22:18:58Z,['north-america/united-states']
127,https://www.mercer.com.hk/what-we-do/workforce-and-careers/workforce-strategy-and-analytics.html,"Whether your objective is to strengthen retention, improve diversity and inclusion, achieve pay equity, or plan for your future workforce, Mercer can help.",Workforce strategy and analytics,2022-05-25T08:02:46Z,['north-america/united-states']
128,https://www.mercer.us/our-thinking/healthcare/how-employers-can-support-long-haul-covid-patients.html,"There's a growing number of ""COVID long-haulers,"" people who haven't fully recuperated from COVID-19 despite the passing weeks and months. Mercer’s experts share the details and ways employers can support employees who might be suffering.",How Employers Can Support Long-Haul COVID Patients,2022-05-17T17:41:26Z,['north-america/united-states']
129,https://www.mercer.us/events/webcasts/record-pace-growth-of-the-gig-workforce-are-you-ready.html,"An update on the gig economy, survey results and the optimal user experience","Mercer Indigo Webinar | Record pace growth of the gig workforce. Are you ready? - October 26, 2021",2021-10-14T13:26:34Z,['north-america/united-states']
130,https://www.mercer.us/our-thinking/career/long-term-talent-strategies-for-healthcare-organizations.html,Learn how healthcare organizations should shift their long-term talent strategies to keep and attract workers.,Long-Term Talent Strategies for Healthcare Organizations,2022-05-19T16:48:28Z,['north-america/united-states']
131,https://www.mercer.us/our-thinking/pride-2022-small-actions-make-a-big-difference.html,Pride Month is a time to celebrate our LGBTQ+ colleagues at work — but it’s also a time to take tangible actions to support and advocate for them all year long.,Small actions make a big difference for LGBTQ+ colleagues,2022-06-03T14:36:02Z,['north-america/united-states']
132,https://www.mercer.us/our-thinking/healthcare/family-friendly-benefits-take-off.html,"When it comes to attracting and retaining employees in today’s tight labor market, family-friendly companies that support members on their various paths to parenthood have a distinct advantage.",Family-Friendly Benefits Take Off,2022-02-17T20:46:44Z,['north-america/united-states']
133,https://www.mercer.us/what-we-do/health-and-benefits/smartconnect.html,Mercer SmartConnect helps employees understand and navigate their Medicare options and improves the employees value proposition.,Mercer SmartConnect,2021-09-15T17:30:30Z,['north-america/united-states']
134,https://www.mercer.us/our-thinking/healthcare/how-to-maximize-momentum-for-healthcare-transformation.html,"Employee healthcare transformation solutions include onsite clinics, enhanced wellness efforts and leveraging artificial intelligence.",How to Maximize Momentum For Healthcare Transformation,2022-02-25T17:43:11Z,['north-america/united-states']
135,https://www.mercer.us/events/webcasts/top-tips-for-open-enrollment-in-a-changed-world.html,Join Mercer experts as they discuss how to approach open enrollment decisions this year.,"Top tips for open enrollment in a changed world - June 9, 2021",2021-06-10T21:08:53Z,['north-america/united-states']
136,https://www.mercer.us/what-we-do/workforce-and-careers/executive-compensation.html,We help organizations determine executive compensation plans that align with their strategic talent needs and relevant talent comparators.,Executive Compensation,2022-02-23T17:51:02Z,['north-america/united-states']
137,https://www.mercer.com/newsroom/the-gig-economy-is-booming-as-americans-search-for-non-traditional-employment-it-is-time-to-give-them-benefits.html,"As Americans prioritize a more flexible and healthier lifestyle, many are turning to gig work. Access to benefits is an effective way to attract and retain talent.",The gig economy is booming as Americans search for non-traditional employment,2021-07-20T20:23:56Z,"['north-america/united-states', 'global']"
138,https://www.mercer.us/our-thinking/healthcare/privacy-in-an-increasingly-connected-world.html,"If the pandemic has pushed your health program further into the world of online health, it might be time to pause and consider the implications for employee privacy. Elizabeth Zech offers some food for thought.",Privacy in an Increasingly Connected World,2022-02-25T17:24:11Z,['north-america/united-states']
139,https://www.mercer.us/our-thinking/career/why-leadership-should-care-about-burnout.html,Executives needs to proactively manage employee fatigue before its resulting burnout impacts teams and production.,Battling employee fatigue,2021-07-06T13:31:49Z,['north-america/united-states']
140,https://www.mercer.us/our-thinking/career/look-beyond-base-pay-to-attract-and-retain-hourly-workers.html,"Organizations have already increased starting pay or internal minimum wage, or both, to attract and retain employees. What else are employers doing to get much-needed hourly workers?",Attract and Retain Hourly Workers,2021-09-23T13:41:06Z,['north-america/united-states']
141,https://www.mercer.com/what-we-do/workforce-and-careers/shared-future-vision.html,The success of HR transformations related to operating or service delivery models and technology depends on effective communication and change management.,Implement and communicate shared future vision,2021-11-10T19:38:29Z,"['north-america/united-states', 'global']"
142,https://www.mercer.us/our-thinking/career/how-to-attract-and-retain-the-hourly-workforce.html,Attract the hourly workforce - Become the benchmark to get — and keep — the workforce you need.,How to attract and retain the hourly workforce,2021-09-29T15:37:14Z,['north-america/united-states']
143,https://www.mercer.us/what-we-do/health-and-benefits/strategy-and-transformation/healthcare-data-analytics-and-technology.html,"Mercer helps companies make effective, data-driven decisions with innovative strategies, actionable insights and evidence-based solutions. Click for more!","Healthcare Data, Technology & Analytics | Health & Benefits | Mercer",2021-12-07T19:51:26Z,['north-america/united-states']
144,https://www.mercer.us/newsroom/mercer-closes-mercer-private-investment-partners-vi-with-over-4800000000-usd.html,"Mercer, a global leader in redefining the world of work, reshaping retirement and investment outcomes, and unlocking real health and well-being, and a business of Marsh McLennan (NYSE: MMC), announced today that it successfully raised Mercer Private",Mercer closes Mercer Private Investment Partners VI with over $4.8 billion USD,2022-01-31T14:19:09Z,['north-america/united-states']
145,https://www.mercer.us/what-we-do/health-and-benefits/strategy-and-transformation/healthcare-consulting.html,"Solve your employee health and benefits challenges with innovative, customized solutions with Mercer's healthcare consulting. You'll be glad you did.",Healthcare Management Consulting | Health & Benefits | Mercer,2021-11-03T16:04:42Z,['north-america/united-states']
146,https://www.mercer.us/our-thinking/healthcare/five-things-to-consider-when-choosing-a-new-benefits-administration-vendor-or-evaluating-your-incumbent-vendor.html,"Examine the five things you should be considering when searching for a new benefits administration vendor, or evaluating the efficacy of your current vendor. It is important to choose the best vendor for your organization and its employees causing yo",5 Things to Consider When Choosing A New Benefits Admin Vendor or Evaluating Your Incumbent Vendor,2021-07-22T17:53:14Z,['north-america/united-states']
147,https://www.mercer.us/newsroom/employer-sponsored-health-insurance-cost-rose-sharply-in-2021-outlook-for-2022-is-uncertain.html,"Average costs for employer-sponsored health insurance rose 6.3% in 2021 to reach $14,542 per employee, following last year’s increase of just 3.4%, according to a Mercer survey","Employer-sponsored health insurance costs rose sharply in 2021, outlook for 2022 is uncertain",2022-01-26T21:24:30Z,['north-america/united-states']
148,https://www.mercer.us/our-thinking/career/creating-a-flexible-work-policy.html,"Learn the critical areas to focus on to support the needs of your employees with flexible working strategies that stay in compliance with regulations and limiting exposure to health, safety and security risks.",Creating a Flexible Working Policy,2021-08-27T14:57:36Z,['north-america/united-states']
149,https://www.mercer.us/our-thinking/healthcare/advanced-strategies-for-diversity-equity-and-inclusion-programs.html,"Promoting DEI is simply not optional for organizations that want to remain relevant and thrive. We share some employer learnings, walk you through first steps and explain how you can go deeper with your data.","Advanced Strategies for Diversity, Equity and Inclusion Programs",2022-01-06T18:18:31Z,['north-america/united-states']
150,https://www.mercer.us/our-thinking/career/align-the-needs-of-your-people-to-your-total-rewards.html,"The competition for top talent is extremely difficult at this moment in time. For corporate attraction and retention efforts to be successful, it’s becoming increasingly important that employers understand employees’ needs.",It’s Time to align the needs of your people to your Total Rewards,2021-07-20T21:10:02Z,['north-america/united-states']
151,https://www.mercer.us/newsroom/mercer-appoints-max-messervy-head-of-sustainable-investment-americas.html,Press release,"Mercer Appoints Max Messervy Head of Sustainable Investment, Americas",2022-05-04T21:53:47Z,['north-america/united-states']
152,https://www.mercer.us/our-thinking/career/hr-transformation-in-healthcare-for-better-patient-outcomes.html,HR Transformation in the healthcare industry for better patient outcomes.,HR Transformation for better patient outcomes,2021-08-31T20:00:13Z,['north-america/united-states']
153,https://www.mercer.us/our-thinking/healthcare/six-reasons-you-should-complete-a-dependent-eligibility-verification-audit.html,"Completing a dependent eligibility audit or verification, we ask employees to provide documentation or proof that their dependents meet the requirements set by the plan to be covered. Learn how this will benefit your organization.",Six Reasons You Should Complete a Dependent Eligibility Verification Audit,2021-11-15T15:56:37Z,['north-america/united-states']
154,https://www.mercer.us/our-thinking/career/the-new-shape-of-work-covid-19.html,"Adapt, reset and transition to the new shape of work. Learn the six immediate priorities and products that reflect the new realities of a post-covid world.",Shape of Work: Sustainable Models for a Post-Covid World | Mercer,2021-11-01T18:53:46Z,['north-america/united-states']
155,https://www.mercer.us/our-thinking/healthcare/are-you-prepared-for-the-health-impact-of-climate-change.html,"Heading into the summer of 2021, we’re generally enjoying increased freedom as COVID-19 restrictions are lifted. However, many parts of the country are grappling with high heat, drought and the constant threat of wildfires – all very visible signs of",Are You Prepared for the Health Impact of Climate Change?,2021-07-01T14:52:48Z,['north-america/united-states']
156,https://www.mercer.us/our-thinking/career/wages-are-going-up-is-inflaction-the-trigger.html,"US Compensation Planning Survey results are in and wages are going up, but, is it enough to address inflation?",Wages are going up – is inflation the trigger?,2022-04-25T17:14:17Z,['north-america/united-states']
157,https://www.mercer.us/our-thinking/career/top-4-tips-for-open-enrollment-in-2021.html,HR leaders must think differently about benefits communication and open enrollment this year.,Top 4 Tips for Open Enrollment in 2021,2021-08-13T20:33:16Z,['north-america/united-states']
158,https://www.mercer.us/our-thinking/healthcare/telebehavioral-healthcare-a-post-pandemic-view.html,Telebehavioral healthcare has become far more common over the course of the pandemic and seems to be here to stay. Here’s how you can build telebehavioral healthcare into your program.,Telebehavioral Healthcare: A Post-Pandemic View,2022-01-20T23:14:17Z,['north-america/united-states']
159,https://www.mercer.us/our-thinking/career/hr-transformation-adapting-to-new-challenges.html,"Covid-19 has created a new normal for companies of all sizes. HR teams are now faced with new challenges like; managing digital transformation, HR transformation and trying to still maintain a positive employee experience.",Adapting to New Challenges,2021-08-26T20:13:53Z,['north-america/united-states']
160,https://www.mercer.us/our-thinking/career/compensation-is-going-up-but-is-it-enough.html,"How organizations can address today’s labor market, quit rates, and inflation during compensation planning season.","Compensation is going up. But, is it enough?",2022-01-14T19:41:14Z,['north-america/united-states']
161,https://www.mercer.us/our-thinking/career/four-ways-to-effectively-communicate-in-times-of-crisis.html,How effectively you communicate to your employees in these moments will have a profound and long-lasting impact.,Four Ways to Effectively Communicate in Times of Crisis,2022-03-22T22:41:18Z,['north-america/united-states']
162,https://www.mercer.us/our-thinking/healthcare/defining-the-health-ecosystem-of-the-future.html,"Every month, Mercer brings together in-house experts, employee advocates and external thought leaders for an online discussion of the most pressing issues. The program is called #MercerChats and takes place entirely on Twitter.",Defining the health ecosystem of the future,2022-02-02T22:31:07Z,['north-america/united-states']
163,https://www.mercer.us/our-thinking/developing-a-dei-listening-strategy.html,"Building a culture of inclusion isn’t easy. If you want to ensure your workplace is fair and equitable, feedback is critical. Here are four critical areas to assess.",Developing a DEI listening strategy: Four critical areas to assess,2021-08-26T18:16:44Z,['north-america/united-states']
164,https://www.mercer.us/what-we-do/workforce-and-careers/talent-mobility.html,Mercer can help develop and design a talent mobility program to effectively manage your expatriates and global talent.,Talent mobility & expatriate management,2022-02-23T17:43:59Z,['north-america/united-states']
165,https://www.mercer.us/our-thinking/career/skills-based-talent-rewards-practices-interviews.html,Join us as we discuss the opportunities and benefits around the shift to a skills-based approach in talent and rewards practices that can help organizations increase flexibility and resiliency in this new world of work.,Skills Edge Interview Series,2021-12-10T19:44:03Z,['north-america/united-states']
166,https://www.mercer.us/our-thinking/healthcare/transformative-trends-shaping-health-and-benefits-strategies-today.html,"As the world adapts to the new digital age, is your benefits strategy ready to do the same? Heather Coughlin addresses four key questions to help you visualize the transformation in your own world.",Transformative Trends Shaping Health and Benefits Strategies Today,2021-11-19T15:27:24Z,['north-america/united-states']
167,https://www.mercer.us/our-thinking/healthcare/retiree-health-benefits-solutions-4-qualities-to-look-for.html,Strong retiree health benefits solutions include these factors.,Retiree health benefits solutions: Four qualities to look for,2021-12-03T18:45:39Z,"['north-america', 'north-america/united-states']"
168,https://www.mercer.us/our-thinking/career/long-term-incentives-in-a-covid-impacted-world.html,"In the current environment, companies have many questions regarding the design and administration of their long-term incentive (LTI) equity compensation awards. Find out what organizations should consider when addressing these decisions.",Long-term Incentives in a COVID-impacted World,2021-06-10T19:29:36Z,['north-america/united-states']
169,https://www.mercer.com/events/signature-events/mercer-global-investment-forums-2022/boston.html,"Join hundreds of asset owners, managers and investment professionals to discuss the latest investment trends and opportunities.","Mercer Global Investment Forums 2022: Boston, United States - June 13-15, 2022",2022-06-08T15:14:11Z,"['global', 'north-america/united-states', 'north-america/united-states/massachusetts/boston']"
170,https://www.mercer.us/our-thinking/career/reflections-on-the-rooney-rule-do-diverse-candidate-slates-work.html,A recent lawsuit filed by Brian Flores against the NFL put the spotlight on the so-called Rooney Rule — raising the question: Do diverse candidate slates work?,Reflections on the Rooney Rule: Do diverse candidate slates work?,2022-03-24T15:25:23Z,['north-america/united-states']
171,https://www.mercer.ca/en/what-we-do/wealth-and-investments/investment-solutions.html,"Investing is complex, especially in volatile markets. We can help you reach your investment goals and achieve better governance.",Investment solutions: Get future-ready,2022-05-09T22:36:38Z,"['north-america/united-states', 'north-america/canada']"
172,https://www.mercer.us/our-thinking/career/how-is-remote-work-affecting-your-company-culture.html,"Seeking to understand how the pandemic, remote work and other recent events are affecting your organization? Consider these four questions...",How is remote work affecting your company culture,2021-12-07T19:32:58Z,['north-america/united-states']
173,https://www.mercer.us/what-we-do/us-federal-government.html,"Bringing innovative, modernized solutions to federal agencies’ most critical healthcare and human capital challenges",US Federal Government,2022-05-24T14:35:15Z,['north-america/united-states']
174,https://www.mercer.us/what-we-do/health-and-benefits/365-day-benefits-solutions/retirement-benefits.html,Mercer Marketplace 365 Retiree helps you offer more — and better — employee retirement benefits while helping reduce your costs. See why Mercer makes the difference.,Mercer Marketplace 365+ Retiree | Health & Benefits | Mercer,2022-02-18T18:35:02Z,['north-america/united-states']
175,https://www.mercer.us/what-we-do/health-and-benefits/healthcare-consulting.html,Healthcare consulting,Healthcare consulting,2022-04-22T17:29:50Z,['north-america/united-states']
176,https://www.mercer.com/what-we-do/workforce-and-careers/executive-compensation.html,We help organizations determine executive compensation plans that align with their strategic talent needs and relevant talent comparators.,Executive Compensation,2021-10-01T16:09:48Z,"['north-america/united-states', 'global']"
177,https://www.mercer.us/what-we-do/health-and-benefits/365-day-benefits-solutions/10-actions-mercer-marketplace-365-is-taking-to-address-dei-across-our-solution.html,"Explore how Mercer has continued to evolve health and benefits services to address diversity, equity and inclusion. From offering comprehensive and flexible solutions beyond core protection benefits, to accessing digital healthcare solutions inherent",10 Actions Mercer Marketplace 365+ is Taking to Address DEI Across Our Solution,2022-01-26T21:08:19Z,['north-america/united-states']
178,https://www.mercer.us/newsroom/global-talent-trends-2022.html,"The seventh edition of Mercer’s Global Talent Trends Study brings together the voices of nearly 11,000 C-suite executives, HR leaders and employees representing 16 geographies and 13 industries.","Relatable organizations hold the key to success in a tight labor market, according to Mercer’s 2022",2022-04-20T16:57:15Z,['north-america/united-states']
179,https://www.mercer.us/newsroom/s-p-1500-pension-funded-status-increased-by-3-percent-in-march.html,The estimated aggregate funding level of pension plans sponsored by S&P 1500 companies increased by 3 percent in March 2022 to 100 percent as a result of an increase in discount rates and equity markets.,S&P 1500 Pension Funded Status Increased by 3 Percent in March,2022-04-06T15:12:41Z,['north-america/united-states']
180,https://www.mercer.us/newsroom/s-and-p-1500-pension-funded-status-increased-by-1-percent-in-april.html,The estimated aggregate funding level of pension plans sponsored by S&P 1500 companies increased by 1 percent in April 2022 to 101 percent as a result of an increase in discount rates partially offset by a decrease in equity markets.,S&P 1500 Pension Funded Status Increased by 1 Percent in April,2022-05-06T13:16:56Z,['north-america/united-states']
181,https://www.mercer.us/our-thinking/healthcare/charting-a-path-to-worksite-safety-with-or-without-the-osha-ets.html,Employers need to ask themselves how they will proceed with worksite safety efforts.,"Charting a Path to Worksite Safety, With or Without the OSHA ETS",2021-11-18T20:49:28Z,['north-america/united-states']
182,https://www.mercer.us/our-thinking/is-your-team-struggling-with-election-stress.html,Preparing your leadership and managers to address election stress in the workplace. Four ways to ensure your employees’ political perspectives don’t tear your team apart.,Is your team struggling with election stress,2021-10-25T19:01:56Z,['north-america/united-states']
183,https://www.mercer.us/newsroom/mercer-appoints-key-leaders-to-drive-inclusion-and-diversity-efforts.html,Mercer has named Christopher “Chris” Williams in a new fully dedicated Global Inclusion and Diversity (I&D) Leader role. Mercer also appointed Kaia West as Inclusion and Diversity Leader for the US & Canada.,Mercer Appoints Key Leaders to Drive Inclusion and Diversity Efforts,2022-03-29T20:54:30Z,['north-america/united-states']
184,https://www.mercer.us/what-we-do/health-and-benefits/specialty-solutions/performance-audit.html,"Mercer knows performance matters. Our independent, objective health plan audits measure vendor performance, support compliance and reduce benefits costs.",Performance audit,2021-12-09T18:30:14Z,['north-america/united-states']
185,https://www.mercer.us/newsroom/mercer-appoints-mustafa-faizani-as-us-west-market-ceo.html,"Mercer, a global leader in redefining the world of work, reshaping retirement and investment outcomes, and unlocking real health and well-being, and a business of Marsh McLennan (NYSE: MMC), has named Mustafa Faizani US West Market CEO.",Mercer appoints Mustafa Faizani as US west market CEO,2022-02-07T14:45:34Z,['north-america/united-states']
186,https://www.mercer.us/newsroom/s-p-1500-pension-funded-status-remained-level-in-february.html,The estimated aggregate funding level of pension plans sponsored by S&P 1500 companies remained level in February 2022 at 97 percent as a result of a decrease in equity markets offset by an increase in discount rates.,S&P 1500 Pension Funded Status Remained Level in February,2022-03-03T22:36:50Z,['north-america/united-states']
187,https://www.mercer.us/our-thinking/healthcare/solving-for-quality-using-data-to-boost-health-plan-value.html,As employers work to comply with the new transparency requirements some are stepping up efforts to pair price and quality data. Mason Shea shares five examples employers have taken to identify savings opportunities in shifting care to higher quality,Solving for Quality: Using Data to Boost Health Plan Value,2021-08-26T14:43:31Z,['north-america/united-states']
188,https://www.mercer.us/our-thinking/career/retail-talent-shortage-or-labor-shift.html,Employers need to rethink their culture and compensation and benefits models to attract talent to their retail businesses.,Retail Talent Shortage or Labor Shift?,2021-09-23T13:39:07Z,['north-america/united-states']
189,https://www.mercer.us/what-we-do/workforce-and-careers/application-management-services.html,"Mercer’s Application Management Services tailor your Enterprise Resource Planning configuration to your company’s requirements, structure and employees.",Application Management Services for Enterprise Resource Planning (ERP),2021-08-16T16:03:39Z,['north-america/united-states']
190,https://www.mercer.us/what-we-do/workforce-and-careers/talent-strategy.html,"Combining human capital data, exclusive research & consulting, Mercer helps clients create a plan for workforce ecosystem. Learn about employee engagement programs.",Talent Strategy,2021-08-31T23:02:20Z,['north-america/united-states']
191,https://www.mercer.com/newsroom/defined-benefit-plan-sponsors-reassessing-long-term-goals-due-to-volatile-markets-and-uncertain-costs.html,"With the benefit of a decade of generally positive market performance, a growing number of plan sponsors report improvements in their funded status, making it more economically feasible for many defined benefit (DB) plans to actively de-risk and rethink their investment governance approaches.",Defined Benefit Plan Sponsors Reassessing Long-term Goals Due to Volatile Markets and Uncertain Costs,2021-06-15T22:11:05Z,"['north-america/united-states', 'global']"
192,https://www.mercer.us/our-thinking/career/inequities-at-work-contribute-to-the-black-white-wealth-gap.html,Eliminating workplace inequities contributes to a greater social good. This article illustrates how employers can identify and eliminate disparities.,Inequities at work contribute to the Black-white wealth gap,2021-06-17T22:09:53Z,['north-america/united-states']
193,https://www.mercer.us/our-thinking/career/hrt-bets-for-2021.html,"The year 2020 delivered a paradigm shift in how people work and live. It was a year where rules took a second seat to pace and change became the only constant. Looking ahead, all signs point to the continued transformation.",HRT bets for 2021,2021-08-26T20:27:20Z,['north-america/united-states']
194,https://www.mercer.ca/en/careers/diversity.html,"MMGPI uses three sub-indices - adequacy, sustainability and integrity, to measure the retirement income systems of 25 countries, against more than 40 indicators.",Mercer Career | Diversity,2021-08-20T20:16:45Z,"['north-america', 'north-america/united-states', 'north-america/canada']"
195,https://www.me.mercer.com/careers/diversity.html,"MMGPI uses three sub-indices - adequacy, sustainability and integrity, to measure the retirement income systems of 25 countries, against more than 40 indicators.",Mercer Career | Diversity,2021-09-07T16:41:15Z,"['north-america/united-states', 'north-america', 'middle-east-and-africa']"
196,https://www.mercer.us/our-thinking/career/leaders-must-actively-choose-to-challenge-gender-inequality.html,"For this year’s International Women’s Day, leaders must actively “choose to challenge” gender inequality. Organizations have a unique opportunity on the table to place gender parity at the heart of business recovery.",Leaders must actively “choose to challenge” gender inequality,2021-08-19T16:40:25Z,['north-america/united-states']
197,https://www.mercer.us/mercer-careers/why-we-come-to-work.html,"At Mercer, our purpose is to make a difference in people’s lives by helping advance their health, wealth and careers. Learn about our culture and values here.",Mission & Purpose - Why We Come to Work | Mercer Career,2021-11-16T14:22:53Z,['north-america/united-states']
198,https://www.mercer.us/our-thinking/healthcare/personal-determinants-opportunity-to-enhance-health-outcomes-lower-cost.html,The traditional approach to maintaining or improving health is focused on mitigating medical risk. The next big opportunity to enhance medical outcomes and reduce costs will be done by embracing the full picture of a person’s health including their s,"Personal Determinants: Opportunity to Enhance Health Outcomes, Lower Cost",2021-12-03T15:34:16Z,['north-america/united-states']
199,https://www.mercer.com/newsroom/backstop-solutions-group-and-mercer-announce-strategic-alliance.html,Backstop Solutions Group and Mercer Announce Strategic Alliance,Backstop Solutions Group and Mercer Announce Strategic Alliance,2021-06-15T22:13:18Z,"['north-america/united-states', 'global']"
200,https://www.mercer.us/mercer-careers/campus-recruits.html,Interested in landing a job at Mercer? Learn about our campus recruiting programs by clicking the link. We might be coming to your college campus this year.,Campus Recruitment: Start Your Career Here | Mercer Career,2021-10-20T22:31:48Z,['north-america/united-states']
